image_name,class_name,count,confidence
IMAG0088.JPG,Musk_Deer,1,0.5552477836608887
IMAG0089.JPG,Musk_Deer,1,0.6361640691757202
IMAG0090.JPG,Musk_Deer,1,0.4399822950363159
IMAG0091.JPG,Roe_Deer,1,0.7581961750984192
IMAG0092.JPG,Musk_Deer,1,0.7365487217903137
IMAG0093.JPG,Musk_Deer,1,0.7660911679267883
IMAG0094.JPG,Hare,1,0.8998199105262756
IMAG0095.JPG,Hare,1,0.8975069522857666
IMAG0096.JPG,Roe_Deer,1,0.6436517834663391
IMAG0097.JPG,Roe_Deer,2,0.6541044116020203
IMAG0098.JPG,Roe_Deer,2,0.8704665899276733
IMAG0099.JPG,Roe_Deer,1,0.8472002148628235
IMAG0101.JPG,Moose,1,0.3914032280445099
IMAG0102.JPG,Hare,1,0.8899552822113037
IMAG0103.JPG,Hare,1,0.8957256078720093
IMAG0104.JPG,Hare,1,0.8762935400009155
IMAG0105.JPG,Hare,1,0.8925862908363342
IMAG0110.JPG,Hare,1,0.906865656375885
IMAG0111.JPG,Hare,1,0.9195006489753723
IMAG0115.JPG,Roe_Deer,1,0.9102410674095154
IMAG0116.JPG,Roe_Deer,1,0.920395016670227
IMAG0117.JPG,Roe_Deer,1,0.918332576751709
IMAG0118.JPG,Roe_Deer,1,0.9135470390319824
IMAG0119.JPG,Roe_Deer,1,0.9239659905433655
IMAG0120.JPG,Roe_Deer,1,0.920887291431427
IMAG0121.JPG,Roe_Deer,1,0.9099124073982239
IMAG0122.JPG,Roe_Deer,1,0.9357933402061462
IMAG0123.JPG,Roe_Deer,1,0.858089029788971
IMAG0124.JPG,Hare,1,0.9100282192230225
IMAG0125.JPG,Hare,1,0.8983714580535889
IMAG0126.JPG,Roe_Deer,1,0.7471083402633667
IMAG0127.JPG,Roe_Deer,1,0.8405721187591553
IMAG0128.JPG,Roe_Deer,1,0.818437933921814
IMAG0129.JPG,Roe_Deer,1,0.7931436896324158
IMAG0130.JPG,Roe_Deer,1,0.8200402855873108
IMAG0131.JPG,Roe_Deer,1,0.8483616709709167
IMAG0132.JPG,Roe_Deer,1,0.846121609210968
IMAG0133.JPG,Roe_Deer,1,0.8389069437980652
IMAG0134.JPG,Roe_Deer,1,0.8055030703544617
IMAG0135.JPG,Roe_Deer,1,0.8329734802246094
IMAG0136.JPG,Roe_Deer,1,0.8095089793205261
IMAG0137.JPG,Roe_Deer,1,0.7899754047393799
IMAG0138.JPG,Hare,1,0.9169647097587585
IMAG0140.JPG,Hare,1,0.8823857307434082
IMAG0142.JPG,Musk_Deer,1,0.5633478760719299
IMAG0144.JPG,Roe_Deer,1,0.8911780118942261
IMAG0145.JPG,Roe_Deer,1,0.8741012215614319
IMAG0146.JPG,Roe_Deer,1,0.8549075722694397
IMAG0147.JPG,Roe_Deer,1,0.6745427250862122
IMAG0148.JPG,Roe_Deer,1,0.8656722903251648
IMAG0149.JPG,Roe_Deer,1,0.894207775592804
IMAG0150.JPG,Roe_Deer,2,0.5630344748497009
IMAG0152.JPG,Musk_Deer,1,0.4850281774997711
IMAG0153.JPG,Roe_Deer,1,0.7736005783081055
IMAG0154.JPG,Roe_Deer,2,0.533443033695221
IMAG0155.JPG,Roe_Deer,1,0.8543494939804077
IMAG0156.JPG,Roe_Deer,1,0.7846130728721619
IMAG0157.JPG,Roe_Deer,1,0.6941474080085754
IMAG0158.JPG,Roe_Deer,1,0.9260586500167847
IMAG0159.JPG,Roe_Deer,1,0.901161789894104
IMAG0160.JPG,Wolf,1,0.2395199090242386
IMAG0161.JPG,Wolf,1,0.3457038700580597
IMAG0162.JPG,Roe_Deer,1,0.36735573410987854
IMAG0163.JPG,Moose,1,0.35058724880218506
IMAG0192.JPG,Hare,1,0.9092186689376831
IMAG0193.JPG,Hare,1,0.8949342370033264
IMAG0198.JPG,Hare,1,0.8726063370704651
IMAG0199.JPG,Hare,1,0.882541298866272
IMAG0200.JPG,Musk_Deer,1,0.48236870765686035
IMAG0201.JPG,Roe_Deer,1,0.6754202842712402
IMAG0202.JPG,Musk_Deer,1,0.573462963104248
IMAG0203.JPG,Musk_Deer,1,0.5842280983924866
IMAG0204.JPG,Roe_Deer,1,0.41676658391952515
IMAG0205.JPG,Musk_Deer,1,0.6697003841400146
IMAG0206.JPG,Roe_Deer,1,0.4180172383785248
IMAG0207.JPG,Roe_Deer,1,0.42408862709999084
